cve,state,assigner,published,title,description,vendor,product,rating
CVE-2025-5492,PUBLISHED,VulDB,2025-06-03T10:31:04.807Z,D-Link DI-500WF-WT /usr/sbin/jhttpd msp_info.htm sub_456DE8 command injection,A vulnerability has been found in D-Link DI-500WF-WT up to 20250511 and classified as critical. Affected by this vulnerability is the function sub_456DE8 of the file /msp_info.htm?flag=cmd of the component /usr/sbin/jhttpd. The manipulation of the argument cmd leads to command injection. The attack can be launched remotely.,D-LINK,DI-500WF-WT,warm
CVE-2025-5514,PUBLISHED,Mitsubishi,2025-08-25T05:55:32.622Z,Denial-of-Service(DoS) Vulnerability in Web server function on MELSEC iQ-F Series CPU module,"Improper Handling of Length Parameter Inconsistency vulnerability in web server function on Mitsubishi Electric Corporation MELSEC iQ-F Series CPU module allows a remote unauthenticated attacker to delay the processing of the web server function and prevent legitimate users from utilizing the web server function, by sending a specially crafted HTTP request.",MITSUBISHI ELECTRIC CORPORATION,MELSEC iQ-F Series FX5S-30MR/DS; MELSEC iQ-F Series FX5S-30MR/ES; MELSEC iQ-F Series FX5S-30MT/DS; MELSEC iQ-F Series FX5S-30MT/DSS; MELSEC iQ-F Series FX5S-30MT/ES; MELSEC iQ-F Series FX5S-30MT/ESS; MELSEC iQ-F Series FX5S-40MR/DS; MELSEC iQ-F Series FX5S-40MR/ES; MELSEC iQ-F Series FX5S-40MT/DS; MELSEC iQ-F Series FX5S-40MT/DSS; MELSEC iQ-F Series FX5S-40MT/ES; MELSEC iQ-F Series FX5S-40MT/ESS; MELSEC iQ-F Series FX5S-60MR/DS; MELSEC iQ-F Series FX5S-60MR/ES; MELSEC iQ-F Series FX5S-60MT/DS; MELSEC iQ-F Series FX5S-60MT/DSS; MELSEC iQ-F Series FX5S-60MT/ES; MELSEC iQ-F Series FX5S-60MT/ESS; MELSEC iQ-F Series FX5S-80MR/DS; MELSEC iQ-F Series FX5S-80MR/ES; MELSEC iQ-F Series FX5S-80MT/DS; MELSEC iQ-F Series FX5S-80MT/DSS; MELSEC iQ-F Series FX5S-80MT/ES; MELSEC iQ-F Series FX5S-80MT/ESS; MELSEC iQ-F Series FX5U-32MR/DS; MELSEC iQ-F Series FX5U-32MR/ES; MELSEC iQ-F Series FX5U-32MT/DS; MELSEC iQ-F Series FX5U-32MT/DSS; MELSEC iQ-F Series FX5U-32MT/ES; MELSEC iQ-F Series FX5U-32MT/ESS; MELSEC iQ-F Series FX5U-64MR/DS; MELSEC iQ-F Series FX5U-64MR/ES; MELSEC iQ-F Series FX5U-64MT/DS; MELSEC iQ-F Series FX5U-64MT/DSS; MELSEC iQ-F Series FX5U-64MT/ES; MELSEC iQ-F Series FX5U-64MT/ESS; MELSEC iQ-F Series FX5U-80MR/DS; MELSEC iQ-F Series FX5U-80MR/ES; MELSEC iQ-F Series FX5U-80MT/DS; MELSEC iQ-F Series FX5U-80MT/DSS; MELSEC iQ-F Series FX5U-80MT/ES; MELSEC iQ-F Series FX5U-80MT/ESS; MELSEC iQ-F Series FX5UC-32MR/DS-TS; MELSEC iQ-F Series FX5UC-32MT/D; MELSEC iQ-F Series FX5UC-32MT/DS-TS; MELSEC iQ-F Series FX5UC-32MT/DSS; MELSEC iQ-F Series FX5UC-32MT/DSS-TS; MELSEC iQ-F Series FX5UC-64MT/D; MELSEC iQ-F Series FX5UC-64MT/DSS; MELSEC iQ-F Series FX5UC-96MT/D; MELSEC iQ-F Series FX5UC-96MT/DSS; MELSEC iQ-F Series FX5UJ-24MR/DS; MELSEC iQ-F Series FX5UJ-24MR/ES; MELSEC iQ-F Series FX5UJ-24MR/ES-A; MELSEC iQ-F Series FX5UJ-24MT/DS; MELSEC iQ-F Series FX5UJ-24MT/DSS; MELSEC iQ-F Series FX5UJ-24MT/ES; MELSEC iQ-F Series FX5UJ-24MT/ES-A; MELSEC iQ-F Series FX5UJ-24MT/ESS; MELSEC iQ-F Series FX5UJ-40MR/DS; MELSEC iQ-F Series FX5UJ-40MR/ES; MELSEC iQ-F Series FX5UJ-40MR/ES-A; MELSEC iQ-F Series FX5UJ-40MT/DS; MELSEC iQ-F Series FX5UJ-40MT/DSS; MELSEC iQ-F Series FX5UJ-40MT/ES; MELSEC iQ-F Series FX5UJ-40MT/ES-A; MELSEC iQ-F Series FX5UJ-40MT/ESS; MELSEC iQ-F Series FX5UJ-60MR/DS; MELSEC iQ-F Series FX5UJ-60MR/ES; MELSEC iQ-F Series FX5UJ-60MR/ES-A; MELSEC iQ-F Series FX5UJ-60MT/DS; MELSEC iQ-F Series FX5UJ-60MT/DSS; MELSEC iQ-F Series FX5UJ-60MT/ES; MELSEC iQ-F Series FX5UJ-60MT/ES-A; MELSEC iQ-F Series FX5UJ-60MT/ESS,warm
CVE-2025-5601,PUBLISHED,GitLab,2025-06-04T10:30:46.001Z,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow') in Wireshark,Column handling crashes in Wireshark 4.4.0 to 4.4.6 and 4.2.0 to 4.2.12 allows denial of service via packet injection or crafted capture file,WIRESHARK FOUNDATION,Wireshark,hot
CVE-2025-5687,PUBLISHED,mozilla,2025-06-11T12:07:49.739Z,,"A vulnerability in Mozilla VPN on macOS allows privilege escalation from a normal user to root.
*This bug only affects Mozilla VPN on macOS. Other operating systems are unaffected.* This vulnerability affects Mozilla VPN 2.28.0 < (macOS).",MOZILLA,Mozilla VPN 2.28.0,hot
CVE-2025-5688,PUBLISHED,AMZN,2025-06-04T17:09:54.718Z,Out of Bounds Write in FreeRTOS-Plus-TCP,"We have identified a buffer overflow issue allowing out-of-bounds write when processing LLMNR or mDNS queries with very long DNS names. This issue only affects systems using Buffer Allocation Scheme 1 with LLMNR or mDNS enabled.


Users should upgrade to the latest version and ensure any forked or derivative code is patched to incorporate the new fixes.",AMAZON,FreeRTOS,hot
CVE-2025-5690,PUBLISHED,PostgreSQL,2025-06-04T21:34:47.358Z,Cursor allows PostgreSQL Anonymizer masked user to gain unauthorized access to authentic data,"PostgreSQL Anonymizer v2.0 and v2.1 contain a vulnerability that allows a masked user to bypass the masking rules defined on a table and read the original data using a database cursor or the --insert option of pg_dump. This problem occurs only when dynamic masking is enabled, which is not the default setting. The problem is resolved in version 2.2.1",DALIBO,PostgreSQL Anonymizer,warm
CVE-2025-5719,PUBLISHED,Vivo,2025-06-06T03:40:33.310Z,,The wallet has an authentication bypass vulnerability that allows access to specific pages.,VIVO,Wallet,warm
CVE-2025-5740,PUBLISHED,schneider,2025-06-10T08:06:49.986Z,,"CWE-22: Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') vulnerability exists that
could cause arbitrary file writes when an unauthenticated user on the web server manipulates file path.",SCHNEIDER ELECTRIC,EVLink WallBox,hot
CVE-2025-5741,PUBLISHED,schneider,2025-06-10T08:09:21.392Z,,"CWE-22: Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal') vulnerability exists that
could cause arbitrary file reads from the charging station. The exploitation of this vulnerability does require an
authenticated session of the web server.",SCHNEIDER ELECTRIC,EVLink WallBox,warm
CVE-2025-5743,PUBLISHED,schneider,2025-06-10T08:15:42.268Z,,"CWE-78: I Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')
vulnerability exists that could cause remote control over the charging station when an authenticated user
modifies configuration parameters on the web server.",SCHNEIDER ELECTRIC,EVLink WallBox,warm
CVE-2025-5747,PUBLISHED,zdi,2025-06-06T15:30:59.842Z,WOLFBOX Level 2 EV Charger MCU Command Parsing Misinterpretation of Input Remote Code Execution Vulnerability,"WOLFBOX Level 2 EV Charger MCU Command Parsing Misinterpretation of Input Remote Code Execution Vulnerability. This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installatons of WOLFBOX Level 2 EV Charger devices. Authentication is required to exploit this vulnerability.

The specific flaw exists within the handling of command frames received by the MCU. When parsing frames, the process does not properly detect the start of a frame, which can lead to misinterpretation of input. An attacker can leverage this in conjunction with other vulnerabilities to execute arbitrary code in the context of the device. Was ZDI-CAN-26501.",WOLFBOX,Level 2 EV Charger,hot
CVE-2025-5748,PUBLISHED,zdi,2025-06-06T15:30:05.415Z,WOLFBOX Level 2 EV Charger LAN OTA Exposed Dangerous Method Remote Code Execution Vulnerability,"WOLFBOX Level 2 EV Charger LAN OTA Exposed Dangerous Method Remote Code Execution Vulnerability. This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of WOLFBOX Level 2 EV Charger. Although authentication is required to exploit this vulnerability, the existing authentication mechanism can be bypassed.

The specific flaw exists within the Tuya communications module software. The issue results from the exposure of a method allowing the upload of crafted software images to the module. An attacker can leverage this vulnerability to execute code in the context of the device. Was ZDI-CAN-26349.",WOLFBOX,Level 2 EV Charger,hot
CVE-2025-5749,PUBLISHED,zdi,2025-06-06T15:30:00.721Z,WOLFBOX Level 2 EV Charger BLE Encryption Keys Uninitialized Variable Authentication Bypass Vulnerability,"WOLFBOX Level 2 EV Charger BLE Encryption Keys Uninitialized Variable Authentication Bypass Vulnerability. This vulnerability allows network-adjacent attackers to bypass authentication on affected installations of WOLFBOX Level 2 EV Charger devices. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the handling of cryptographic keys used in vendor-specific encrypted communications. The issue results from the lack of proper initialization of a variable prior to accessing it. An attacker can leverage this vulnerability to bypass authentication on the system. Was ZDI-CAN-26295.",WOLFBOX,Level 2 EV Charger,hot
CVE-2025-5750,PUBLISHED,zdi,2025-06-06T15:29:55.993Z,WOLFBOX Level 2 EV Charger tuya_svc_devos_activate_result_parse Heap-based Buffer Overflow Remote Code Execution Vulnerability,"WOLFBOX Level 2 EV Charger tuya_svc_devos_activate_result_parse Heap-based Buffer Overflow Remote Code Execution Vulnerability. This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of WOLFBOX Level 2 EV Charger. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the handling of the secKey, localKey, stdTimeZone and devId parameters. The issue results from the lack of proper validation of the length of user-supplied data prior to copying it to a fixed-length heap-based buffer. An attacker can leverage this vulnerability to execute code in the context of the device. Was ZDI-CAN-26294.",WOLFBOX,Level 2 EV Charger,hot
CVE-2025-5751,PUBLISHED,zdi,2025-06-06T15:29:51.274Z,WOLFBOX Level 2 EV Charger Management Card Hard-coded Credentials Authentication Bypass Vulnerability,"WOLFBOX Level 2 EV Charger Management Card Hard-coded Credentials Authentication Bypass Vulnerability. This vulnerability allows physically present attackers to bypass authentication on affected installations of WOLFBOX Level 2 EV Charger. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the handling of management cards. The issue results from the lack of personalization of management cards. An attacker can leverage this vulnerability to bypass authentication on the system. Was ZDI-CAN-26292.",WOLFBOX,Level 2 EV Charger,hot
CVE-2025-5777,PUBLISHED,Citrix,2025-06-17T12:29:34.506Z,NetScaler ADC and NetScaler Gateway - Insufficient input validation leading to memory overread,"Insufficient input validation leading to memory overread when the NetScaler is configured as a Gateway (VPN virtual server, ICA Proxy, CVPN, RDP Proxy) OR AAA virtual server",NETSCALER,ADC; Gateway,hot
CVE-2025-5791,PUBLISHED,redhat,2025-06-06T13:10:07.157Z,Users: `root` appended to group listings,"A flaw was found in the user's crate for Rust. This vulnerability allows privilege escalation via incorrect group listing when a user or process has fewer than exactly 1024 groups, leading to the erroneous inclusion of the root group in the access list.",RED HAT,Red Hat Enterprise Linux 10; Red Hat Enterprise Linux 9; Red Hat OpenShift Container Platform 4; Red Hat OpenShift sandboxed containers 1.1; Red Hat Trusted Profile Analyzer,hot
CVE-2025-5820,PUBLISHED,zdi,2025-06-21T00:09:44.306Z,Sony XAV-AX8500 Bluetooth ERTM Channel Authentication Bypass Vulnerability,"Sony XAV-AX8500 Bluetooth ERTM Channel Authentication Bypass Vulnerability. This vulnerability allows network-adjacent attackers to bypass authentication on affected Sony XAV-AX8500 devices. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the implementation of Bluetooth ERTM channel communication. The issue results from improper channel data initialization. An attacker can leverage this vulnerability to bypass authentication on the system. Was ZDI-CAN-26285.",SONY,XAV-AX8500,hot
CVE-2025-5822,PUBLISHED,zdi,2025-06-25T18:00:49.179Z,Autel MaxiCharger AC Wallbox Commercial Technician API Incorrect Authorization Privilege Escalation Vulnerability,"Autel MaxiCharger AC Wallbox Commercial Technician API Incorrect Authorization Privilege Escalation Vulnerability. This vulnerability allows remote attackers to escalate privileges on affected installations of Autel MaxiCharger AC Wallbox Commercial charging stations. An attacker must first obtain a low-privileged authorization token in order to exploit this vulnerability.

The specific flaw exists within the implementation of the Autel Technician API. The issue results from incorrect authorization. An attacker can leverage this vulnerability to escalate privileges to resources normally protected from the user. Was ZDI-CAN-26325.",AUTEL,Autel MaxiCharger AC Wallbox Commercial,warm
CVE-2025-5823,PUBLISHED,zdi,2025-06-25T18:01:07.948Z,Autel MaxiCharger AC Wallbox Commercial Serial Number Exposed Dangerous Method Information Disclosure Vulnerability,"Autel MaxiCharger AC Wallbox Commercial Serial Number Exposed Dangerous Method Information Disclosure Vulnerability. This vulnerability allows remote attackers to disclose sensitive information on affected installations of Autel MaxiCharger AC Wallbox Commercial EV chargers. Authentication is required to exploit this vulnerability.

The specific flaw exists within the implementation of the Autel Technician API. The issue results from an exposed dangerous method. An attacker can leverage this vulnerability to disclose credentials, leading to further compromise. Was ZDI-CAN-26351.",AUTEL,Autel MaxiCharger AC Wallbox Commercial,warm
