cve,published,title,description,vendor,product,score,severity,rating
CVE-2025-22550,2025-01-07 14:57:18.520000+00:00,WordPress AddFunc Mobile Detect plugin <= 3.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in AddFunc AddFunc Mobile Detect allows Stored XSS.This issue affects AddFunc Mobile Detect: from n/a through 3.1.,AddFunc,AddFunc Mobile Detect,6.5,MEDIUM,cold
CVE-2025-22551,2025-01-07 14:57:17.949000+00:00,WordPress Boot-Modal plugin <= 1.9.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Julien Crego Boot-Modal allows Stored XSS.This issue affects Boot-Modal: from n/a through 1.9.1.,Julien Crego,Boot-Modal,6.5,MEDIUM,cold
CVE-2025-22552,2025-01-07 14:57:17.248000+00:00,WordPress Affiliate Disclosure Statement plugin <= 0.3 - CSRF to Stored XSS vulnerability,"Cross-Site Request Forgery (CSRF) vulnerability in Jason Keeley, Bryan Nielsen Affiliate Disclosure Statement allows Cross Site Request Forgery.This issue affects Affiliate Disclosure Statement: from n/a through 0.3.","Jason Keeley, Bryan Nielsen",Affiliate Disclosure Statement,7.1,HIGH,cold
CVE-2025-22554,2025-01-07 14:57:16.617000+00:00,WordPress Video Embed Optimizer plugin <= 1.0.0 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Eric Franklin Video Embed Optimizer allows Stored XSS.This issue affects Video Embed Optimizer: from n/a through 1.0.0.,Eric Franklin,Video Embed Optimizer,6.5,MEDIUM,cold
CVE-2025-22555,2025-01-07 14:57:15.982000+00:00,WordPress Smoothness Slider Shortcode plugin <= v1.2.2 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Noel Jarencio. Smoothness Slider Shortcode allows Cross Site Request Forgery.This issue affects Smoothness Slider Shortcode: from n/a through v1.2.2.,Noel Jarencio.,Smoothness Slider Shortcode,7.1,HIGH,cold
CVE-2025-22556,2025-01-07 14:57:15.276000+00:00,WordPress Norse Rune Oracle plugin <= 1.4.1 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Greg Whitehead Norse Rune Oracle Plugin allows Cross Site Request Forgery.This issue affects Norse Rune Oracle Plugin: from n/a through 1.4.1.,Greg Whitehead,Norse Rune Oracle Plugin,7.1,HIGH,cold
CVE-2025-22557,2025-01-07 14:57:14.550000+00:00,WordPress News Publisher Autopilot plugin <= 2.1.4 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in WPMagic News Publisher Autopilot allows Cross Site Request Forgery.This issue affects News Publisher Autopilot: from n/a through 2.1.4.,WPMagic,News Publisher Autopilot,7.1,HIGH,cold
CVE-2025-22558,2025-01-07 14:57:13.931000+00:00,WordPress mcjh button shortcode plugin <= 1.6.4 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Marcus C. J. Hartmann mcjh button shortcode allows Stored XSS.This issue affects mcjh button shortcode: from n/a through 1.6.4.,Marcus C. J. Hartmann,mcjh button shortcode,6.5,MEDIUM,cold
CVE-2025-22559,2025-01-07 14:57:13.341000+00:00,WordPress TubePress.NET Plugin <= 4.0.1 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Mario Mansour and Geoff Peters TubePress.NET allows Cross Site Request Forgery.This issue affects TubePress.NET: from n/a through 4.0.1.,Mario Mansour and Geoff Peters,TubePress.NET,7.1,HIGH,cold
CVE-2025-22560,2025-01-07 14:57:12.729000+00:00,WordPress Saoshyant Page Builder plugin <= 3.8 - Broken Access Control vulnerability,Missing Authorization vulnerability in Saoshyant.1994 Saoshyant Page Builder allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects Saoshyant Page Builder: from n/a through 3.8.,Saoshyant.1994,Saoshyant Page Builder,5.3,MEDIUM,cold
CVE-2025-22562,2025-01-07 14:57:12.118000+00:00,WordPress Title Experiments Free plugin <= 9.0.4 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Jason Funk Title Experiments Free allows Cross Site Request Forgery.This issue affects Title Experiments Free: from n/a through 9.0.4.,Jason Funk,Title Experiments Free,4.3,MEDIUM,cold
CVE-2025-22563,2025-01-07 14:57:11.546000+00:00,WordPress Pretty Urls Plugin <= 1.5.4 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Faaiq Pretty Url allows Cross Site Request Forgery.This issue affects Pretty Url: from n/a through 1.5.4.,Faaiq,Pretty Url,4.3,MEDIUM,cold
CVE-2025-22571,2025-01-07 14:57:10.992000+00:00,WordPress Instabot plugin <= 1.10 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Instabot Instabot allows Cross Site Request Forgery.This issue affects Instabot: from n/a through 1.10.,Instabot,Instabot,7.1,HIGH,cold
CVE-2025-22572,2025-01-07 14:57:10.375000+00:00,WordPress Legacy ePlayer plugin <= 0.9.9 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in brianmiyaji Legacy ePlayer allows Stored XSS.This issue affects Legacy ePlayer: from n/a through 0.9.9.,brianmiyaji,Legacy ePlayer,6.5,MEDIUM,cold
CVE-2025-22573,2025-01-07 14:57:09.723000+00:00,WordPress Icons Enricher plugin <= 1.0.8 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in copist Icons Enricher allows Stored XSS.This issue affects Icons Enricher: from n/a through 1.0.8.,copist,Icons Enricher,6.5,MEDIUM,cold
CVE-2025-22574,2025-01-07 14:57:09.100000+00:00,WordPress ICS Button plugin <= 0.6 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Joe Motacek ICS Button allows Stored XSS.This issue affects ICS Button: from n/a through 0.6.,Joe Motacek,ICS Button,6.5,MEDIUM,cold
CVE-2025-22577,2025-01-07 14:57:08.394000+00:00,WordPress Able Player plugin <= 1.0 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Damion Armentrout Able Player allows DOM-Based XSS.This issue affects Able Player: from n/a through 1.0.,Damion Armentrout,Able Player,6.5,MEDIUM,cold
CVE-2025-22578,2025-01-07 14:57:07.753000+00:00,WordPress WP Cookie plugin <= 1.0.0 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in AazzTech WP Cookie allows Stored XSS.This issue affects WP Cookie: from n/a through 1.0.0.,AazzTech,WP Cookie,5.9,MEDIUM,cold
CVE-2025-22579,2025-01-07 14:57:07.201000+00:00,WordPress WP Header Notification plugin <= 1.2.7 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Arefly WP Header Notification allows Stored XSS.This issue affects WP Header Notification: from n/a through 1.2.7.,Arefly,WP Header Notification,5.9,MEDIUM,cold
CVE-2025-22580,2025-01-07 14:57:06.623000+00:00,WordPress Biltorvet Dealer Tools plugin <= 1.0.22 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Biltorvet A/S Biltorvet Dealer Tools allows Stored XSS.This issue affects Biltorvet Dealer Tools: from n/a through 1.0.22.,Biltorvet A/S,Biltorvet Dealer Tools,6.5,MEDIUM,cold
CVE-2025-22581,2025-01-07 14:57:05.929000+00:00,WordPress Arcade Ready plugin <= 1.1 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Bytephp Arcade Ready allows Stored XSS.This issue affects Arcade Ready: from n/a through 1.1.,Bytephp,Arcade Ready,6.5,MEDIUM,cold
CVE-2025-22582,2025-01-07 14:57:05.337000+00:00,WordPress Uptime Robot plugin <= 0.1.3 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in Scott Nellé Uptime Robot allows Stored XSS.This issue affects Uptime Robot: from n/a through 0.1.3.,Scott Nellé,Uptime Robot,7.1,HIGH,cold
CVE-2025-22584,2025-01-07 14:57:04.727000+00:00,WordPress Timeline Pro plugin <= 1.3 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in pluginspoint Timeline Pro allows DOM-Based XSS.This issue affects Timeline Pro: from n/a through 1.3.,pluginspoint,Timeline Pro,6.5,MEDIUM,cold
CVE-2025-22585,2025-01-07 14:57:04.127000+00:00,WordPress Ultimate Image Hover Effects plugin <= 1.1.2 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in themebon Ultimate Image Hover Effects allows DOM-Based XSS.This issue affects Ultimate Image Hover Effects: from n/a through 1.1.2.,themebon,Ultimate Image Hover Effects,6.5,MEDIUM,cold
CVE-2025-22589,2025-01-07 14:57:03.285000+00:00,WordPress Quote Tweet plugin <= 0.7 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in bozdoz Quote Tweet allows Stored XSS.This issue affects Quote Tweet: from n/a through 0.7.,bozdoz,Quote Tweet,7.1,HIGH,cold
CVE-2025-22590,2025-01-07 14:57:02.645000+00:00,WordPress Prayer Times Anywhere plugin <= 2.0.1 - CSRF to Stored XSS vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in mmrs151 Prayer Times Anywhere allows Stored XSS.This issue affects Prayer Times Anywhere: from n/a through 2.0.1.,mmrs151,Prayer Times Anywhere,7.1,HIGH,cold
CVE-2025-22591,2025-01-07 14:57:01.806000+00:00,WordPress 1003 Mortgage Application plugin <= 1.87 - Broken Access Control vulnerability,Missing Authorization vulnerability in Lenderd 1003 Mortgage Application allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects 1003 Mortgage Application: from n/a through 1.87.,Lenderd,1003 Mortgage Application,4.3,MEDIUM,cold
CVE-2025-22592,2025-01-07 14:57:01.186000+00:00,WordPress 1003 Mortgage Application plugin <= 1.87 - Broken Access Control vulnerability,Missing Authorization vulnerability in Lenderd 1003 Mortgage Application allows Accessing Functionality Not Properly Constrained by ACLs.This issue affects 1003 Mortgage Application: from n/a through 1.87.,Lenderd,1003 Mortgage Application,7.5,HIGH,cold
CVE-2025-22593,2025-01-07 14:57:00.481000+00:00,WordPress Laika Pedigree Tree plugin <= 1.4 - CSRF to Stored XSS vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Burria Laika Pedigree Tree allows Stored XSS.This issue affects Laika Pedigree Tree: from n/a through 1.4.,Burria,Laika Pedigree Tree,7.1,HIGH,cold
CVE-2025-0296,2025-01-07 14:31:05.183000+00:00,code-projects Online Book Shop booklist.php sql injection,A vulnerability was found in code-projects Online Book Shop 1.0. It has been classified as critical. This affects an unknown part of the file /booklist.php. The manipulation of the argument subcatid leads to sql injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used.,code-projects,Online Book Shop,6.3,MEDIUM,cold
CVE-2025-0295,2025-01-07 14:00:13.906000+00:00,code-projects Online Book Shop booklist.php cross site scripting,A vulnerability was found in code-projects Online Book Shop 1.0 and classified as problematic. Affected by this issue is some unknown functionality of the file /booklist.php?subcatid=1. The manipulation of the argument subcatnm leads to cross site scripting. The attack may be launched remotely. The exploit has been disclosed to the public and may be used.,code-projects,Online Book Shop,3.5,LOW,cold
CVE-2025-0294,2025-01-07 13:31:05.577000+00:00,SourceCodester Home Clean Services Management System process.php sql injection,A vulnerability has been found in SourceCodester Home Clean Services Management System 1.0 and classified as critical. Affected by this vulnerability is an unknown functionality of the file /public_html/admin/process.php. The manipulation of the argument type/length/business leads to sql injection. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. Other parameters might be affected as well.,SourceCodester,Home Clean Services Management System,4.7,MEDIUM,cold
CVE-2025-22261,2025-01-07 10:49:06.496000+00:00,WordPress WP FullCalendar plugin <= 1.5 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Pixelite WP FullCalendar wp-fullcalendar allows Stored XSS.This issue affects WP FullCalendar: from n/a through 1.5.,Pixelite,WP FullCalendar,6.5,MEDIUM,cold
CVE-2025-22293,2025-01-07 10:49:05.659000+00:00,WordPress Gutentor plugin <= 3.4.0 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Gutentor Gutentor allows DOM-Based XSS.This issue affects Gutentor: from n/a through 3.4.0.,Gutentor,Gutentor,6.5,MEDIUM,cold
CVE-2025-22297,2025-01-07 10:49:04.796000+00:00,WordPress AI WP Writer plugin <= 3.8.4.4 - Cross Site Request Forgery (CSRF) vulnerability,Cross-Site Request Forgery (CSRF) vulnerability in AIpost AI WP Writer allows Cross Site Request Forgery.This issue affects AI WP Writer: from n/a through 3.8.4.4.,AIpost,AI WP Writer,4.3,MEDIUM,cold
CVE-2025-22298,2025-01-07 10:49:04.012000+00:00,WordPress Hive Support plugin <= 1.1.6 - Broken Access Control vulnerability,Missing Authorization vulnerability in Hive Support Hive Support – WordPress Help Desk allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects Hive Support – WordPress Help Desk: from n/a through 1.1.6.,Hive Support,Hive Support – WordPress Help Desk,4.3,MEDIUM,cold
CVE-2025-22299,2025-01-07 10:49:03.176000+00:00,WordPress AI for SEO plugin <= 1.2.9 - Broken Access Control vulnerability,Missing Authorization vulnerability in spacecodes AI for SEO allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects AI for SEO: from n/a through 1.2.9.,spacecodes,AI for SEO,4.3,MEDIUM,cold
